"id","timestamp","value","unit"
ykOrvoS,2021-12-18T00:00:00Z,1326.42,Wh
8_pNZQq,2021-12-18T00:00:00Z,1041.41,Wh
aO4wNMu,2021-12-18T00:00:00Z,227.678,Wh
ZSL3rJV,2021-12-18T00:00:00Z,1329.12,Wh
OhlX2JW,2021-12-18T00:00:00Z,684.26,Wh
Y20_1EI,2021-12-18T00:00:00Z,845.278,Wh
nKSx9qt,2021-12-18T00:00:00Z,,Wh
srsgcun,2021-12-18T00:00:00Z,597.45,Wh
esEmUGA,2021-12-18T00:00:00Z,1030.07,Wh
_6cfgJy,2021-12-18T00:00:00Z,938.435,Wh
4Hvp3QQ,2021-12-17T00:00:00Z,28.1993,Wh
okP7eDH,2021-12-17T00:00:00Z,332.026,Wh
4Fhchhj,2021-12-17T00:00:00Z,296.394,Wh
4eYN-Gy,2021-12-17T00:00:00Z,0,Wh
PLGrUny,2021-12-17T00:00:00Z,296.308,Wh
5FK2Fz4,2021-12-17T00:00:00Z,209.474,Wh
HqVp5jP,2021-12-17T00:00:00Z,171.804,Wh
IHGFESJ,2021-12-17T00:00:00Z,462.073,Wh
A7DnKqm,2021-12-17T00:00:00Z,244.212,Wh
WxxNRqn,2021-12-17T00:00:00Z,110.177,Wh
LF_pxtp,2021-12-17T00:00:00Z,428.028,Wh
2lNtgkj,2021-12-17T00:00:00Z,125.75,Wh
JEfXIXm,2021-12-17T00:00:00Z,345.831,Wh
Dg4ZQh_,2021-12-17T00:00:00Z,79.5491,Wh
RgTzNiV,2021-12-17T00:00:00Z,245.097,Wh
u8KJojx,2021-12-17T00:00:00Z,47.5494,Wh
YHbORuK,2021-12-17T00:00:00Z,222.61,Wh
qqfa-2e,2021-12-17T00:00:00Z,135.624,Wh
oiLGgux,2021-12-17T00:00:00Z,287.84,Wh
YFW_Eu-,2021-12-17T00:00:00Z,400.733,Wh
LO8iIWF,2021-12-17T00:00:00Z,49.148,Wh
AsyKir0,2021-12-17T00:00:00Z,75.5075,Wh
g8-Jxec,2021-12-17T00:00:00Z,177.474,Wh
eePKmNP,2021-12-17T00:00:00Z,323.535,Wh
PHiFsyw,2021-12-17T00:00:00Z,752.178,Wh
fNb-1fY,2021-12-17T00:00:00Z,0,Wh
nFMKP_3,2021-12-17T00:00:00Z,,Wh
KJLmrVh,2021-12-17T00:00:00Z,448.3,Wh
